"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","class","type"
"266","CTSO","OID05316","P43234","Olink COVID","Time",1,11.9862514221688,11.9862514221688,63.682953198674,4.14204336676238e-09,6.90340561127064e-09,"Significant","female","Simulated"
"267","CTSO","OID05316","P43234","Olink COVID","Time",1,12.1168948515028,12.1168948515028,63.2150555685508,4.4850793799499e-09,7.4751322999165e-09,"Significant","female","Simulated"
"268","CTSO","OID05316","P43234","Olink COVID","Time",1,12.1959182785146,12.1959182785146,62.9641952836037,4.68131969306215e-09,6.68759956151735e-09,"Significant","female","Simulated"
"269","CTSO","OID05316","P43234","Olink COVID","Time",1,12.2269234496958,12.2269234496958,63.7561000591279,4.09098744291009e-09,6.81831240485015e-09,"Significant","female","Simulated"
"270","CTSO","OID05316","P43234","Olink COVID","Time",1,12.3242352415812,12.3242352415812,63.4159347941054,4.33424518594703e-09,6.19177883706718e-09,"Significant","female","Simulated"
"271","CTSO","OID05316","P43234","Olink COVID","Time",1,12.5236775981962,12.5236775981962,62.9810266291422,4.66787155163256e-09,6.66838793090366e-09,"Significant","female","Simulated"
"272","CTSO","OID05316","P43234","Olink COVID","Time",1,18.9292344378444,18.9292344378444,96.2316029134161,2.23569137204849e-14,1.11784568602424e-13,"Significant","male","Simulated"
"273","CTSO","OID05316","P43234","Olink COVID","Time",1,19.0786608437332,19.0786608437332,96.3558545946694,2.1803829497027e-14,1.09019147485135e-13,"Significant","male","Simulated"
"274","CTSO","OID05316","P43234","Olink COVID","Time",1,19.2238804308639,19.2238804308639,96.375793324931,2.17163985918132e-14,1.08581992959066e-13,"Significant","male","Simulated"
"275","CTSO","OID05316","P43234","Olink COVID","Time",1,19.39986971792,19.39986971792,96.3623335953825,2.17753794673507e-14,1.08876897336754e-13,"Significant","male","Simulated"
"276","CTSO","OID05316","P43234","Olink COVID","Time",1,19.6620347848078,19.6620347848078,96.5339401332927,2.10356100284054e-14,1.05178050142027e-13,"Significant","male","Simulated"
"277","CTSO","OID05316","P43234","Olink COVID","Time",1,20.1210371076539,20.1210371076539,96.1314037994731,2.28134624730429e-14,1.14067312365215e-13,"Significant","male","Simulated"
"278","CTSO","OID05316","P43234","Olink COVID","Time",1,20.1902766862501,20.1902766862501,96.4668126484192,2.13218501632722e-14,1.06609250816361e-13,"Significant","male","Simulated"
"279","CTSO","OID05316","P43234","Olink COVID","Time",1,20.4563999036167,20.4563999036167,96.4835798645196,2.12499782964208e-14,1.06249891482104e-13,"Significant","male","Simulated"
"280","CTSO","OID05316","P43234","Olink COVID","Time",1,20.6520333855566,20.6520333855566,96.1754542089168,2.26115774503832e-14,1.13057887251916e-13,"Significant","male","Real"
"281","CTSO","OID05316","P43234","Olink COVID","Time",1,20.9349460474883,20.9349460474883,96.2856525910044,2.21145641144736e-14,1.10572820572368e-13,"Significant","male","Simulated"
"282","CTSO","OID05316","P43234","Olink COVID","Time",1,21.0550435704025,21.0550435704025,96.3039068195538,2.20333287020027e-14,1.10166643510013e-13,"Significant","male","Simulated"
"283","CTSO","OID05316","P43234","Olink COVID","Time",1,21.1910791905139,21.1910791905139,95.8311040874689,2.42402256732909e-14,1.21201128366454e-13,"Significant","male","Simulated"
"284","CTSO","OID05316","P43234","Olink COVID","Time",1,21.4437607019027,21.4437607019027,96.3249262558521,2.19401686357062e-14,1.09700843178531e-13,"Significant","male","Simulated"
"285","CTSO","OID05316","P43234","Olink COVID","Time",1,21.4797019059681,21.4797019059681,95.4459526905846,5.93727711451514e-15,8.48182444930734e-15,"Significant","Low BMI","Simulated"
"286","CTSO","OID05316","P43234","Olink COVID","Time",1,21.4969919651136,21.4969919651136,96.1575580418847,2.2693373226331e-14,1.13466866131655e-13,"Significant","male","Simulated"
"287","CTSO","OID05316","P43234","Olink COVID","Time",1,21.5425374593571,21.5425374593571,95.6929772021427,2.49270851034758e-14,1.24635425517379e-13,"Significant","male","Simulated"
"288","CTSO","OID05316","P43234","Olink COVID","Time",1,21.7082172238025,21.7082172238025,95.6813882921587,5.6370633886972e-15,8.05294769813886e-15,"Significant","Low BMI","Simulated"
"289","CTSO","OID05316","P43234","Olink COVID","Time",1,21.7496323024387,21.7496323024387,96.0712216924661,2.30922892397727e-14,1.15461446198864e-13,"Significant","male","Simulated"
"290","CTSO","OID05316","P43234","Olink COVID","Time",1,21.7727649077998,21.7727649077998,96.2228285135687,2.23965143469081e-14,1.1198257173454e-13,"Significant","male","Simulated"
"291","CTSO","OID05316","P43234","Olink COVID","Time",1,21.8841193806275,21.8841193806275,95.7211413271238,5.58793247131458e-15,9.3132207855243e-15,"Significant","Low BMI","Simulated"
"292","CTSO","OID05316","P43234","Olink COVID","Time",1,22.0771528661882,22.0771528661882,95.6942325026615,5.6211408453893e-15,9.36856807564883e-15,"Significant","Low BMI","Simulated"
"293","CTSO","OID05316","P43234","Olink COVID","Time",1,22.3264418150436,22.3264418150436,96.0771757512848,2.30645477901181e-14,1.15322738950591e-13,"Significant","male","Simulated"
"294","CTSO","OID05316","P43234","Olink COVID","Time",1,22.4907811552283,22.4907811552283,96.0727617580415,5.17205841353137e-15,8.62009735588561e-15,"Significant","Low BMI","Simulated"
"295","CTSO","OID05316","P43234","Olink COVID","Time",1,22.788593197668,22.788593197668,95.2671263130159,6.1762481868523e-15,8.82321169550329e-15,"Significant","Low BMI","Simulated"
"296","CTSO","OID05316","P43234","Olink COVID","Time",1,23.0418059706942,23.0418059706942,95.9132390914641,5.35664287200013e-15,8.92773812000022e-15,"Significant","Low BMI","Simulated"
"297","CTSO","OID05316","P43234","Olink COVID","Time",1,23.3578239364134,23.3578239364134,95.9511894471478,5.31212565524988e-15,8.8535427587498e-15,"Significant","Low BMI","Simulated"
"298","CTSO","OID05316","P43234","Olink COVID","Time",1,23.782384821293,23.782384821293,95.5461124879844,5.80760097294164e-15,8.29657281848806e-15,"Significant","Low BMI","Simulated"
"299","CTSO","OID05316","P43234","Olink COVID","Time",1,23.8852179926353,23.8852179926353,94.7657775317917,6.90031230624289e-15,1.15005205104048e-14,"Significant","Low BMI","Simulated"
"300","CTSO","OID05316","P43234","Olink COVID","Time",1,23.928352290233,23.928352290233,95.5806635550003,5.76354589113121e-15,9.60590981855202e-15,"Significant","Low BMI","Simulated"
"301","CTSO","OID05316","P43234","Olink COVID","Time",1,24.2348537230991,24.2348537230991,94.5466027029493,7.24371925736548e-15,1.20728654289425e-14,"Significant","Low BMI","Simulated"
"302","CTSO","OID05316","P43234","Olink COVID","Time",1,24.3586189787818,24.3586189787818,95.3130661896106,6.11392966410845e-15,1.01898827735141e-14,"Significant","Low BMI","Simulated"
"303","CTSO","OID05316","P43234","Olink COVID","Time",1,24.3816300288174,24.3816300288174,95.620965148589,5.71259194046561e-15,8.16084562923659e-15,"Significant","Low BMI","Simulated"
"304","CTSO","OID05316","P43234","Olink COVID","Time",1,24.6070648679895,24.6070648679895,95.1630937170971,6.31979430776063e-15,1.05329905129344e-14,"Significant","Low BMI","Simulated"
"305","CTSO","OID05316","P43234","Olink COVID","Time",1,24.7020253491594,24.7020253491594,95.4299641521935,5.95825101507278e-15,9.93041835845463e-15,"Significant","Low BMI","Simulated"
"306","CTSO","OID05316","P43234","Olink COVID","Time",1,25.2622341737997,25.2622341737997,95.17328959765,6.30557561039556e-15,1.05092926839926e-14,"Significant","Low BMI","Simulated"
"307","CTSO","OID05316","P43234","Olink COVID","Time",1,26.3169759202068,26.3169759202068,135.744218913826,4.50616788217159e-19,1.1265419705429e-18,"Significant","49 below","Simulated"
"308","CTSO","OID05316","P43234","Olink COVID","Time",1,26.6192487124117,26.6192487124117,136.253216338682,4.0920239027726e-19,1.02300597569315e-18,"Significant","49 below","Simulated"
"309","CTSO","OID05316","P43234","Olink COVID","Time",1,26.8389724278335,26.8389724278335,136.341130766225,4.02454215305812e-19,1.00613553826453e-18,"Significant","49 below","Simulated"
"310","CTSO","OID05316","P43234","Olink COVID","Time",1,27.0729527933282,27.0729527933282,136.281552121129,4.07014811529504e-19,1.01753702882376e-18,"Significant","49 below","Simulated"
"311","CTSO","OID05316","P43234","Olink COVID","Time",1,27.6237681141054,27.6237681141054,137.152840202573,3.45284920360056e-19,8.63212300900141e-19,"Significant","49 below","Simulated"
"312","CTSO","OID05316","P43234","Olink COVID","Time",1,27.9042100005563,27.9042100005563,135.368713243391,4.83904062754559e-19,1.2097601568864e-18,"Significant","49 below","Simulated"
"313","CTSO","OID05316","P43234","Olink COVID","Time",1,28.2805157989285,28.2805157989285,136.775968587369,3.70714992488838e-19,9.26787481222095e-19,"Significant","49 below","Simulated"
"314","CTSO","OID05316","P43234","Olink COVID","Time",1,28.6711036343998,28.6711036343998,135.53074626929,4.69241813908715e-19,1.17310453477179e-18,"Significant","49 below","Real"
"315","CTSO","OID05316","P43234","Olink COVID","Time",1,28.6730251332607,28.6730251332607,136.864144095811,3.64598201115808e-19,9.11495502789521e-19,"Significant","49 below","Simulated"
"316","CTSO","OID05316","P43234","Olink COVID","Time",1,29.1483302990226,29.1483302990226,135.958498373781,4.32682249536241e-19,1.0817056238406e-18,"Significant","49 below","Simulated"
"317","CTSO","OID05316","P43234","Olink COVID","Time",1,29.2034903388823,29.2034903388823,134.353479413089,5.87102167653182e-19,1.46775541913296e-18,"Significant","49 below","Simulated"
"318","CTSO","OID05316","P43234","Olink COVID","Time",1,29.3308336980196,29.3308336980196,136.033159368609,4.26606552084375e-19,1.06651638021094e-18,"Significant","49 below","Simulated"
"319","CTSO","OID05316","P43234","Olink COVID","Time",1,29.6133746461629,29.6133746461629,133.923085998423,6.37419340381279e-19,1.5935483509532e-18,"Significant","49 below","Simulated"
"320","CTSO","OID05316","P43234","Olink COVID","Time",1,29.8310839982298,29.8310839982298,135.464385697233,4.75190906361303e-19,1.18797726590326e-18,"Significant","49 below","Simulated"
"321","CTSO","OID05316","P43234","Olink COVID","Time",1,29.8907999848694,29.8907999848694,136.12076433155,4.19588825324005e-19,1.04897206331001e-18,"Significant","49 below","Simulated"
"322","CTSO","OID05316","P43234","Olink COVID","Time",1,30.1210547164346,30.1210547164346,135.153900845421,5.04068995234027e-19,1.26017248808507e-18,"Significant","49 below","Simulated"
"323","CTSO","OID05316","P43234","Olink COVID","Time",1,30.2633352989838,30.2633352989838,135.710292691349,4.53525378366743e-19,1.13381344591686e-18,"Significant","49 below","Simulated"
"324","CTSO","OID05316","P43234","Olink COVID","Time",1,30.924011036628,30.924011036628,135.174845982853,5.0206550480605e-19,1.25516376201513e-18,"Significant","49 below","Simulated"
"325","CXCL10","OID05323","P02778","Olink COVID","Time",1,13.8231896453598,13.8231896453598,23.7965660466763,0.00122719585207668,0.00153399481509585,"Significant","High BMI","Real"
"326","CXCL10","OID05323","P02778","Olink COVID","Time",1,21.5703214994883,21.5703214994883,11.2621319844474,0.00470827582717921,0.00523141758575467,"Significant","50 above","Simulated"
"327","CXCL10","OID05323","P02778","Olink COVID","Time",1,22.6941906753858,22.6941906753858,11.1701267329164,0.00483872607140264,0.00537636230155849,"Significant","50 above","Simulated"
"328","CXCL10","OID05323","P02778","Olink COVID","Time",1,22.7187734271884,22.7187734271884,11.4677770014965,0.0044310711886681,0.00492341243185344,"Significant","50 above","Simulated"
"329","CXCL10","OID05323","P02778","Olink COVID","Time",1,23.1052938213661,23.1052938213661,11.5797438886705,0.00428806381216179,0.0050865961339097,"Significant","50 above","Simulated"
"330","CXCL10","OID05323","P02778","Olink COVID","Time",1,23.6401233758932,23.6401233758932,11.4202098218232,0.00449348144909258,0.00502956140950933,"Significant","50 above","Simulated"
"331","CXCL10","OID05323","P02778","Olink COVID","Time",1,23.6484683806309,23.6484683806309,11.3735306363229,0.00455571230082997,0.00506190255647775,"Significant","50 above","Simulated"
"332","CXCL10","OID05323","P02778","Olink COVID","Time",1,23.844084795649,23.844084795649,11.5881505867589,0.00427754268357424,0.00495870969224101,"Significant","50 above","Real"
"333","CXCL10","OID05323","P02778","Olink COVID","Time",1,23.8461319905337,23.8461319905337,11.8730335504539,0.00393796377984858,0.00491087766521574,"Significant","50 above","Simulated"
"334","CXCL10","OID05323","P02778","Olink COVID","Time",1,24.0169961336397,24.0169961336397,11.722725427377,0.0041130989902899,0.0048721524281921,"Significant","50 above","Simulated"
"335","CXCL10","OID05323","P02778","Olink COVID","Time",1,24.364053203765,24.364053203765,11.743370268916,0.00408852110391487,0.00488254311701979,"Significant","50 above","Simulated"
"336","CXCL10","OID05323","P02778","Olink COVID","Time",1,24.8750821391548,24.8750821391548,11.5258772609758,0.00435619003018146,0.00494883698132322,"Significant","50 above","Simulated"
"337","CXCL10","OID05323","P02778","Olink COVID","Time",1,25.2493593126029,25.2493593126029,11.5390263396048,0.00433944589869277,0.00477478549574664,"Significant","50 above","Simulated"
"338","CXCL10","OID05323","P02778","Olink COVID","Time",1,25.4865621494263,25.4865621494263,11.7718891329982,0.00405484656893259,0.00502651176000759,"Significant","50 above","Simulated"
"339","CXCL10","OID05323","P02778","Olink COVID","Time",1,25.5874599011767,25.5874599011767,11.6958612524619,0.00414533604846247,0.0049572034023611,"Significant","50 above","Simulated"
"340","CXCL10","OID05323","P02778","Olink COVID","Time",1,26.0128290654314,26.0128290654314,11.7730395962666,0.0040534948353951,0.00487263951382888,"Significant","50 above","Simulated"
"341","CXCL10","OID05323","P02778","Olink COVID","Time",1,26.021101204083,26.021101204083,11.6245839224502,0.00423228777300221,0.00508374888649734,"Significant","50 above","Simulated"
"342","CXCL10","OID05323","P02778","Olink COVID","Time",1,26.064895830416,26.064895830416,11.5742619093441,0.00429494064751597,0.00505131494860868,"Significant","50 above","Simulated"
"343","CXCL10","OID05323","P02778","Olink COVID","Time",1,26.3440991421481,26.3440991421481,11.8822737115988,0.00392748044826307,0.00490935056032884,"Significant","50 above","Simulated"
"344","CXCL10","OID05323","P02778","Olink COVID","Time",1,41.6301731186916,41.6301731186916,32.8772476312732,9.39849306176599e-05,0.000313283102058866,"Significant","Low BMI","Real"
"345","CXCL10","OID05323","P02778","Olink COVID","Time",1,49.4570636772671,49.4570636772671,48.7922057492836,5.19501051991621e-07,1.7316701733054e-06,"Significant","High BMI","Simulated"
"346","CXCL10","OID05323","P02778","Olink COVID","Time",1,51.5017244126788,51.5017244126788,48.9535932862673,5.06419289523838e-07,1.68806429841279e-06,"Significant","High BMI","Simulated"
"347","CXCL10","OID05323","P02778","Olink COVID","Time",1,52.0573476569543,52.0573476569543,49.0388664622531,4.9965274471755e-07,1.6655091490585e-06,"Significant","High BMI","Simulated"
"348","CXCL10","OID05323","P02778","Olink COVID","Time",1,52.3011049291606,52.3011049291606,48.7179886020687,5.25640382018014e-07,1.75213460672671e-06,"Significant","High BMI","Simulated"
"349","CXCL10","OID05323","P02778","Olink COVID","Time",1,52.8770673259785,52.8770673259785,49.2536252025199,4.83044568829658e-07,1.61014856276553e-06,"Significant","High BMI","Simulated"
"350","CXCL10","OID05323","P02778","Olink COVID","Time",1,53.6913201534125,53.6913201534125,49.1451151642337,4.91359499468127e-07,1.63786499822709e-06,"Significant","High BMI","Simulated"
"351","CXCL10","OID05323","P02778","Olink COVID","Time",1,53.7308443877488,53.7308443877488,48.916813591133,5.0936862874362e-07,1.6978954291454e-06,"Significant","High BMI","Simulated"
"352","CXCL10","OID05323","P02778","Olink COVID","Time",1,53.8884021568387,53.8884021568387,48.8803990302948,5.12307168068165e-07,1.70769056022722e-06,"Significant","High BMI","Simulated"
"353","CXCL10","OID05323","P02778","Olink COVID","Time",1,54.4061411230493,54.4061411230493,49.1602119547332,4.90193360545043e-07,1.63397786848348e-06,"Significant","High BMI","Simulated"
"354","CXCL10","OID05323","P02778","Olink COVID","Time",1,56.2103238113233,56.2103238113233,48.9980697022484,5.02877629843933e-07,1.67625876614644e-06,"Significant","High BMI","Simulated"
"355","CXCL10","OID05323","P02778","Olink COVID","Time",1,56.5889085214669,56.5889085214669,58.9510675574782,9.43873476787295e-09,1.17984184598412e-08,"Significant","female","Simulated"
"356","CXCL10","OID05323","P02778","Olink COVID","Time",1,56.8247584951387,56.8247584951387,49.1809655613698,4.88595193656216e-07,1.62865064552072e-06,"Significant","High BMI","Simulated"
"357","CXCL10","OID05323","P02778","Olink COVID","Time",1,57.014973627727,57.014973627727,49.0080672802222,5.02085249320173e-07,1.67361749773391e-06,"Significant","High BMI","Simulated"
"358","CXCL10","OID05323","P02778","Olink COVID","Time",1,57.2857955894705,57.2857955894705,49.1253782499976,4.92888630322787e-07,1.64296210107596e-06,"Significant","High BMI","Simulated"
"359","CXCL10","OID05323","P02778","Olink COVID","Time",1,57.9945034720338,57.9945034720338,49.1818003095123,4.88531031540862e-07,1.62843677180287e-06,"Significant","High BMI","Simulated"
"360","CXCL10","OID05323","P02778","Olink COVID","Time",1,58.3869945136168,58.3869945136168,49.2601897396968,4.82546490284055e-07,1.60848830094685e-06,"Significant","High BMI","Simulated"
"361","CXCL10","OID05323","P02778","Olink COVID","Time",1,58.4833537362754,58.4833537362754,49.0725054817698,4.9701063945783e-07,1.6567021315261e-06,"Significant","High BMI","Simulated"
"362","CXCL10","OID05323","P02778","Olink COVID","Time",1,58.743086029414,58.743086029414,49.0347338646784,4.99978386782418e-07,1.66659462260806e-06,"Significant","High BMI","Simulated"
"363","CXCL10","OID05323","P02778","Olink COVID","Time",1,58.888460619551,58.888460619551,59.1322221706479,9.13845673026996e-09,1.14230709128374e-08,"Significant","female","Simulated"
"364","CXCL10","OID05323","P02778","Olink COVID","Time",1,59.5018645199827,59.5018645199827,59.2274753998925,8.98465541827811e-09,1.12308192728476e-08,"Significant","female","Simulated"
"365","CXCL10","OID05323","P02778","Olink COVID","Time",1,59.8612872418954,59.8612872418954,58.8674052048158,9.58093601062196e-09,1.19761700132775e-08,"Significant","female","Simulated"
"366","CXCL10","OID05323","P02778","Olink COVID","Time",1,60.3807386849559,60.3807386849559,59.4657506948506,8.61184600768091e-09,1.07648075096011e-08,"Significant","female","Simulated"
"367","CXCL10","OID05323","P02778","Olink COVID","Time",1,61.3407203589428,61.3407203589428,59.3456643204431,8.79763593175511e-09,1.09970449146939e-08,"Significant","female","Simulated"
"368","CXCL10","OID05323","P02778","Olink COVID","Time",1,61.3745199556768,61.3745199556768,59.2345313418624,8.97337247572258e-09,1.12167155946532e-08,"Significant","female","Real"
"369","CXCL10","OID05323","P02778","Olink COVID","Time",1,61.4469206425089,61.4469206425089,59.0910355171007,9.20582349138318e-09,1.1507279364229e-08,"Significant","female","Simulated"
"370","CXCL10","OID05323","P02778","Olink COVID","Time",1,61.6365868968933,61.6365868968933,59.0501995003471,9.27313812082755e-09,1.15914226510344e-08,"Significant","female","Simulated"
"371","CXCL10","OID05323","P02778","Olink COVID","Time",1,62.1531767615208,62.1531767615208,59.3624104528612,8.77147374089641e-09,1.09643421761205e-08,"Significant","female","Simulated"
"372","CXCL10","OID05323","P02778","Olink COVID","Time",1,64.2601165935584,64.2601165935584,59.1819462542761,9.057823245835e-09,1.13222790572938e-08,"Significant","female","Simulated"
"373","CXCL10","OID05323","P02778","Olink COVID","Time",1,64.9101229985018,64.9101229985018,59.3854114192158,8.73567445003744e-09,1.09195930625468e-08,"Significant","female","Simulated"
"374","CXCL10","OID05323","P02778","Olink COVID","Time",1,65.1771814092143,65.1771814092143,59.1931108307217,9.0398227394299e-09,1.12997784242874e-08,"Significant","female","Simulated"
"375","CXCL10","OID05323","P02778","Olink COVID","Time",1,65.4530645322115,65.4530645322115,59.3237529505885,8.83199301592964e-09,1.1039991269912e-08,"Significant","female","Simulated"
"376","CXCL10","OID05323","P02778","Olink COVID","Time",1,66.2460566288389,66.2460566288389,59.3863360706409,8.73423855011417e-09,1.09177981876427e-08,"Significant","female","Simulated"
"377","CXCL10","OID05323","P02778","Olink COVID","Time",1,66.6705529156221,66.6705529156221,59.4729941668359,8.60077356510406e-09,1.07509669563801e-08,"Significant","female","Simulated"
"378","CXCL10","OID05323","P02778","Olink COVID","Time",1,66.8369864657161,66.8369864657161,59.2649561604587,8.92489327560983e-09,1.11561165945123e-08,"Significant","female","Simulated"
"379","CXCL10","OID05323","P02778","Olink COVID","Time",1,67.1449132844299,67.1449132844299,59.2228670383145,8.99203264949175e-09,1.12400408118647e-08,"Significant","female","Simulated"
"380","CXCL10","OID05323","P02778","Olink COVID","Time",1,112.84642898559,112.84642898559,87.9875504468557,1.23334511062626e-13,4.11115036875421e-13,"Significant","male","Simulated"
"381","CXCL10","OID05323","P02778","Olink COVID","Time",1,117.882697392512,117.882697392512,88.8877783731866,1.0188975825572e-13,3.39632527519066e-13,"Significant","male","Simulated"
"382","CXCL10","OID05323","P02778","Olink COVID","Time",1,119.166773645269,119.166773645269,87.5809975098632,1.34496721839141e-13,4.48322406130471e-13,"Significant","male","Simulated"
"383","CXCL10","OID05323","P02778","Olink COVID","Time",1,119.358198043481,119.358198043481,89.3729675426932,9.19660081062847e-14,3.06553360354282e-13,"Significant","male","Simulated"
"384","CXCL10","OID05323","P02778","Olink COVID","Time",1,120.537353172161,120.537353172161,98.3244056385824,3.16402709769694e-15,6.32805419539387e-15,"Significant","Low BMI","Simulated"
"385","CXCL10","OID05323","P02778","Olink COVID","Time",1,121.778631744795,121.778631744795,90.6271560372036,7.06723369080924e-14,2.35574456360308e-13,"Significant","male","Simulated"
"386","CXCL10","OID05323","P02778","Olink COVID","Time",1,122.895526496046,122.895526496046,88.680594243607,1.06457920122848e-13,3.54859733742828e-13,"Significant","male","Simulated"
"387","CXCL10","OID05323","P02778","Olink COVID","Time",1,123.13383204173,123.13383204173,89.4092547784263,9.12650946172126e-14,3.04216982057375e-13,"Significant","male","Real"
"388","CXCL10","OID05323","P02778","Olink COVID","Time",1,123.167835549086,123.167835549086,88.4766653837215,1.11160850200905e-13,3.7053616733635e-13,"Significant","male","Simulated"
"389","CXCL10","OID05323","P02778","Olink COVID","Time",1,123.372566767028,123.372566767028,89.9874357026027,8.0811173297649e-14,2.6937057765883e-13,"Significant","male","Simulated"
"390","CXCL10","OID05323","P02778","Olink COVID","Time",1,125.054266562894,125.054266562894,90.0756810816384,7.93278060990789e-14,2.64426020330263e-13,"Significant","male","Simulated"
"391","CXCL10","OID05323","P02778","Olink COVID","Time",1,125.83881217585,125.83881217585,99.2602075124262,2.58447602080056e-15,5.16895204160111e-15,"Significant","Low BMI","Simulated"
"392","CXCL10","OID05323","P02778","Olink COVID","Time",1,127.323962574512,127.323962574512,97.9012424409659,3.46842847135281e-15,6.93685694270561e-15,"Significant","Low BMI","Simulated"
"393","CXCL10","OID05323","P02778","Olink COVID","Time",1,127.371124416775,127.371124416775,99.7638613530128,2.31889496923575e-15,4.63778993847149e-15,"Significant","Low BMI","Simulated"
"394","CXCL10","OID05323","P02778","Olink COVID","Time",1,128.774433788236,128.774433788236,89.1399837168213,9.66005262009848e-14,3.22001754003283e-13,"Significant","male","Simulated"
"395","CXCL10","OID05323","P02778","Olink COVID","Time",1,129.840530019026,129.840530019026,101.06338043698,1.75555449291082e-15,3.51110898582164e-15,"Significant","Low BMI","Simulated"
"396","CXCL10","OID05323","P02778","Olink COVID","Time",1,130.644038765784,130.644038765784,89.196931085734,9.54459297160369e-14,3.18153099053456e-13,"Significant","male","Simulated"
"397","CXCL10","OID05323","P02778","Olink COVID","Time",1,130.670047685623,130.670047685623,90.1973850943359,7.73279503280947e-14,2.57759834426982e-13,"Significant","male","Simulated"
"398","CXCL10","OID05323","P02778","Olink COVID","Time",1,131.208730602289,131.208730602289,99.0449858455663,2.70731063315175e-15,5.41462126630351e-15,"Significant","Low BMI","Simulated"
"399","CXCL10","OID05323","P02778","Olink COVID","Time",1,131.517947682976,131.517947682976,98.8330576839842,2.83413155438542e-15,5.66826310877085e-15,"Significant","Low BMI","Simulated"
"400","CXCL10","OID05323","P02778","Olink COVID","Time",1,131.578309361708,131.578309361708,89.8724256535221,8.27874974137162e-14,2.75958324712387e-13,"Significant","male","Simulated"
"401","CXCL10","OID05323","P02778","Olink COVID","Time",1,131.598785926762,131.598785926762,100.400978880715,2.02259612744929e-15,4.04519225489859e-15,"Significant","Low BMI","Simulated"
"402","CXCL10","OID05323","P02778","Olink COVID","Time",1,133.362233790495,133.362233790495,90.2022898497631,7.72484534529992e-14,2.57494844843331e-13,"Significant","male","Simulated"
"403","CXCL10","OID05323","P02778","Olink COVID","Time",1,133.384414466468,133.384414466468,100.492408175537,1.98338542570213e-15,3.96677085140425e-15,"Significant","Low BMI","Simulated"
"404","CXCL10","OID05323","P02778","Olink COVID","Time",1,134.183461720489,134.183461720489,89.5662886432373,8.82948095601997e-14,2.94316031867332e-13,"Significant","male","Simulated"
"405","CXCL10","OID05323","P02778","Olink COVID","Time",1,134.487076660078,134.487076660078,90.6662730341063,7.00966571689827e-14,2.33655523896609e-13,"Significant","male","Simulated"
"406","CXCL10","OID05323","P02778","Olink COVID","Time",1,134.676152750285,134.676152750285,89.3492940759284,9.24262684251972e-14,3.08087561417324e-13,"Significant","male","Simulated"
"407","CXCL10","OID05323","P02778","Olink COVID","Time",1,137.44168219983,137.44168219983,99.5220739972487,2.44270353389356e-15,4.79700299578563e-15,"Significant","Low BMI","Simulated"
"408","CXCL10","OID05323","P02778","Olink COVID","Time",1,139.362443886886,139.362443886886,100.618474542583,1.93059673132825e-15,3.21766121888042e-15,"Significant","Low BMI","Simulated"
"409","CXCL10","OID05323","P02778","Olink COVID","Time",1,139.431625896697,139.431625896697,99.5811839910247,2.41182218587833e-15,4.01970364313055e-15,"Significant","Low BMI","Simulated"
"410","CXCL10","OID05323","P02778","Olink COVID","Time",1,140.362910340781,140.362910340781,100.281793077146,2.07490930705671e-15,4.14981861411342e-15,"Significant","Low BMI","Simulated"
"411","CXCL10","OID05323","P02778","Olink COVID","Time",1,142.233231948222,142.233231948222,100.623554402392,1.92850010621787e-15,3.85700021243574e-15,"Significant","Low BMI","Simulated"
"412","CXCL10","OID05323","P02778","Olink COVID","Time",1,143.172455722276,143.172455722276,99.9643978734723,2.221107584207e-15,4.44221516841401e-15,"Significant","Low BMI","Simulated"
"413","CXCL10","OID05323","P02778","Olink COVID","Time",1,143.386359421933,143.386359421933,101.103853896844,1.74046213296085e-15,3.48092426592169e-15,"Significant","Low BMI","Simulated"
"414","CXCL10","OID05323","P02778","Olink COVID","Time",1,143.719784536459,143.719784536459,99.7392987172011,2.33117273703517e-15,4.66234547407033e-15,"Significant","Low BMI","Simulated"
"415","CXCL10","OID05323","P02778","Olink COVID","Time",1,148.234432188081,148.234432188081,142.531056794297,1.26911444255575e-19,4.23038147518583e-19,"Significant","49 below","Simulated"
"416","CXCL10","OID05323","P02778","Olink COVID","Time",1,154.405338040204,154.405338040204,143.32622907581,1.09680112678772e-19,3.65600375595908e-19,"Significant","49 below","Simulated"
"417","CXCL10","OID05323","P02778","Olink COVID","Time",1,156.094488547526,156.094488547526,143.749925825135,1.01496885389261e-19,3.38322951297537e-19,"Significant","49 below","Simulated"
"418","CXCL10","OID05323","P02778","Olink COVID","Time",1,156.739283254953,156.739283254953,142.168171083021,1.35674150608884e-19,4.52247168696279e-19,"Significant","49 below","Simulated"
"419","CXCL10","OID05323","P02778","Olink COVID","Time",1,158.614361065028,158.614361065028,144.828859530679,8.33656599420157e-20,2.77885533140052e-19,"Significant","49 below","Simulated"
"420","CXCL10","OID05323","P02778","Olink COVID","Time",1,161.013380837335,161.013380837335,143.781474719753,1.00913154550234e-19,3.36377181834114e-19,"Significant","49 below","Real"
"421","CXCL10","OID05323","P02778","Olink COVID","Time",1,161.024666590407,161.024666590407,144.281507465597,9.21071011892096e-20,3.07023670630699e-19,"Significant","49 below","Simulated"
